node1,node2,label,cn,sc,aa,ra,pa,tn
1711,4232,1,0.0,0.0,0.0,0.0,363.0,44.0
24523,4232,1,0.0,0.0,0.0,0.0,2409.0,106.0
26022,4232,1,0.0,0.0,0.0,0.0,429.0,46.0
308238,4232,1,2.0,0.0,0.5699326247827674,0.060123784261715295,6699.0,234.0
25957,4232,1,5.0,0.0,0.9765881698471246,0.03723537324767159,1287.0,67.0
90193,4232,1,0.0,0.0,0.0,0.0,132.0,37.0
308279,4232,1,0.0,0.0,0.0,0.0,4686.0,175.0
246079,4232,1,0.0,0.0,0.0,0.0,1023.0,64.0
1831,4232,1,2.0,0.0,0.3345968540420982,0.00525232230779725,132.0,35.0
336964,4232,1,1.0,0.0,0.2611892565642242,0.021739130434782608,2343.0,103.0
24681,4232,1,5.0,0.0,1.0584958238946856,0.05500973041295622,2871.0,115.0
55145,4232,1,1.0,0.0,0.2239186238120062,0.011494252873563218,1287.0,71.0
7718,4232,1,0.0,0.0,0.0,0.0,6138.0,219.0
1056,4232,1,6.0,0.0,1.2495843119559975,0.057551583029771355,2178.0,93.0
7201,4232,1,0.0,0.0,0.0,0.0,1221.0,70.0
150504,4232,1,0.0,0.0,0.0,0.0,198.0,39.0
318279,4232,1,5.0,0.0,1.7938325401007484,0.3477359305695138,9537.0,317.0
24555,4232,1,5.0,0.0,1.1230078787120936,0.06684210094097892,3696.0,140.0
8679,4232,1,3.0,0.0,0.5876727809650313,0.020821696224922033,1881.0,87.0
21511,4232,1,3.0,0.0,0.5587390755651355,0.014166662807650231,957.0,59.0
317731,4232,1,0.0,0.0,0.0,0.0,99.0,36.0
61179,4232,1,4.0,0.0,0.7641508428974119,0.024281903837378778,2079.0,92.0
2060,4232,1,8.0,0.0,1.7885126145861558,0.10375547995962109,3267.0,124.0
26870,4232,1,0.0,0.0,0.0,0.0,198.0,39.0
523,4232,1,2.0,0.0,0.5699326247827674,0.060123784261715295,5709.0,204.0
1507,4232,1,6.0,0.0,1.300292490036364,0.06573282462062392,3696.0,139.0
67024,4232,1,2.0,0.0,0.33492244272445343,0.005288618191843998,495.0,46.0
2423,4232,1,3.0,0.0,0.6907432454195379,0.040768711964364136,1716.0,82.0
915,7216,1,0.0,0.0,0.0,0.0,24.0,14.0
4850,7216,1,0.0,0.0,0.0,0.0,30.0,17.0
796,22680,1,0.0,0.0,0.0,0.0,627.0,52.0
344350,22680,1,0.0,0.0,0.0,0.0,570.0,49.0
359017,22680,1,0.0,0.0,0.0,0.0,19.0,20.0
5682,22680,1,0.0,0.0,0.0,0.0,171.0,28.0
268061,22680,1,0.0,0.0,0.0,0.0,19.0,20.0
54432,22680,1,1.0,0.0,0.22168724132403095,0.01098901098901099,551.0,47.0
124986,22680,1,0.0,0.0,0.0,0.0,19.0,20.0
14237,22680,1,0.0,0.0,0.0,0.0,1254.0,85.0
52060,22680,1,0.0,0.0,0.0,0.0,57.0,22.0
25483,22680,1,1.0,0.0,0.7213475204444817,0.25,1957.0,121.0
93276,22680,1,1.0,0.0,0.22168724132403095,0.01098901098901099,133.0,25.0
1928,22680,1,0.0,0.0,0.0,0.0,2850.0,169.0
131071,22680,1,0.0,0.0,0.0,0.0,19.0,20.0
223059,22680,1,0.0,0.0,0.0,0.0,133.0,26.0
327889,22680,1,1.0,0.0,0.21576234609177827,0.009708737864077669,76.0,22.0
173478,22680,1,0.0,0.0,0.0,0.0,19.0,20.0
100384,22680,1,0.0,0.0,0.0,0.0,19.0,20.0
3876,22680,1,0.0,0.0,0.0,0.0,1178.0,81.0
256419,22680,1,2.0,0.0,0.8108725467431208,0.17733990147783252,1729.0,108.0
26000,3563,1,0.0,0.0,0.0,0.0,22.0,13.0
228105,3563,1,0.0,0.0,0.0,0.0,2.0,3.0
25320,72913,1,0.0,0.0,0.0,0.0,72.0,18.0
8805,72913,1,0.0,0.0,0.0,0.0,96.0,22.0
4416,72913,1,0.0,0.0,0.0,0.0,78.0,19.0
253170,72913,1,0.0,0.0,0.0,0.0,6.0,7.0
336994,72913,1,0.0,0.0,0.0,0.0,3348.0,564.0
42981,72913,1,0.0,0.0,0.0,0.0,72.0,18.0
4442,8199,1,0.0,0.0,0.0,0.0,78.0,19.0
56815,8199,1,0.0,0.0,0.0,0.0,30.0,11.0
182526,8199,1,0.0,0.0,0.0,0.0,6.0,7.0
159047,8199,1,0.0,0.0,0.0,0.0,6.0,7.0
166698,8199,1,0.0,0.0,0.0,0.0,6.0,7.0
23699,8199,1,0.0,0.0,0.0,0.0,24.0,10.0
194283,101092,1,0.0,0.0,0.0,0.0,20.0,21.0
38054,101092,1,0.0,0.0,0.0,0.0,120.0,26.0
68779,101092,1,1.0,0.0,0.2422988705246811,0.016129032258064516,600.0,49.0
8849,101092,1,3.0,0.0,0.8142606359939071,0.08227412471894645,2140.0,124.0
39826,101092,1,5.0,0.0,1.1253915738012783,0.08551307544471615,1460.0,88.0
75106,101092,1,4.0,0.0,0.758209340258664,0.026283375255279372,380.0,35.0
308711,101092,1,0.0,0.0,0.0,0.0,6520.0,346.0
93745,101092,1,0.0,0.0,0.0,0.0,20.0,21.0
34313,101092,1,0.0,0.0,0.0,0.0,120.0,26.0
242002,101092,1,3.0,0.0,0.8050370371777352,0.07984372259786823,13500.0,692.0
324443,101092,1,0.0,0.0,0.0,0.0,20.0,21.0
353316,101092,1,4.0,0.0,0.8987247331435555,0.058135227107131225,1240.0,78.0
68354,101092,1,0.0,0.0,0.0,0.0,20.0,21.0
77222,101092,1,0.0,0.0,0.0,0.0,20.0,21.0
22388,101092,1,0.0,0.0,0.0,0.0,40.0,22.0
192,101092,1,4.0,0.0,1.0473359077024162,0.09597275485593275,11380.0,585.0
313478,101092,1,6.0,0.0,1.8934426171880268,0.3691405181124222,1480.0,88.0
44293,101092,1,1.0,0.0,0.23233849357411737,0.013513513513513514,140.0,26.0
114754,101092,1,0.0,0.0,0.0,0.0,40.0,22.0
161238,101092,1,1.0,0.0,0.23233849357411737,0.013513513513513514,100.0,24.0
172523,199621,1,0.0,0.0,0.0,0.0,16.0,10.0
1291,199621,1,0.0,0.0,0.0,0.0,24.0,14.0
336904,308870,1,0.0,0.0,0.0,0.0,390.0,71.0
57577,308870,1,0.0,0.0,0.0,0.0,66.0,17.0
372701,308870,1,0.0,0.0,0.0,0.0,6.0,7.0
109205,308870,1,0.0,0.0,0.0,0.0,6.0,7.0
336891,308870,1,0.0,0.0,0.0,0.0,330.0,61.0
56888,308870,1,0.0,0.0,0.0,0.0,12.0,8.0
141835,225802,1,0.0,0.0,0.0,0.0,12.0,13.0
82177,9454,1,2.0,0.0,0.38873545928454023,0.012425074925074924,280.0,41.0
113240,9454,1,3.0,0.0,0.6411356314613388,0.03572068612391193,455.0,45.0
153638,9454,1,0.0,0.0,0.0,0.0,35.0,36.0
5444,9454,1,3.0,0.0,0.7536783982915032,0.07381428578183141,350.0,42.0
366438,9454,1,3.0,0.0,0.7328246368551807,0.0549055829228243,1855.0,85.0
26060,9454,1,1.0,0.0,0.1768036506147358,0.0034965034965034965,525.0,49.0
29780,9454,1,1.0,0.0,0.1768036506147358,0.0034965034965034965,210.0,40.0
311184,9454,1,4.0,0.0,0.8349695684909053,0.04146781256069354,350.0,41.0
3277,9454,1,6.0,0.0,1.4668928324190595,0.15607542716830816,1400.0,69.0
78831,9454,1,1.0,0.0,0.2710850306818168,0.025,2380.0,102.0
327266,9454,1,0.0,0.0,0.0,0.0,1190.0,69.0
57958,9454,1,1.0,0.0,0.2710850306818168,0.025,1015.0,63.0
29810,9454,1,2.0,0.0,0.44788868129655257,0.028496503496503497,3570.0,135.0
5954,9454,1,5.0,0.0,1.0418579058880808,0.050711442493978645,1155.0,63.0
46830,9454,1,2.0,0.0,0.4830168393516212,0.03392857142857143,315.0,42.0
3557,9454,1,1.0,0.0,0.15811879210971763,0.0017921146953405018,455.0,47.0
9250,9454,1,1.0,0.0,0.2710850306818168,0.025,3990.0,148.0
337916,9454,1,0.0,0.0,0.0,0.0,175.0,40.0
24980,9454,1,2.0,0.0,0.6985518518396971,0.12272727272727274,595.0,50.0
336986,9454,1,2.0,0.0,0.7053795125850686,0.125,6090.0,207.0
1507,9454,1,10.0,0.0,3.304132574153614,0.5593150398461887,3920.0,137.0
336994,9454,1,7.0,0.0,2.1598571298748435,0.3215742590742591,19530.0,586.0
36479,9454,1,0.0,0.0,0.0,0.0,105.0,38.0
336903,9454,1,0.0,0.0,0.0,0.0,525.0,50.0
25652,9454,1,1.0,0.0,0.2518706487516997,0.018867924528301886,1015.0,63.0
359,9454,1,8.0,0.0,2.773993805968304,0.5252323999003317,10010.0,313.0
71789,9454,1,6.0,0.0,1.8439804071223262,0.2553845941332068,3045.0,116.0
336937,9454,1,0.0,0.0,0.0,0.0,70.0,37.0
41718,9454,1,1.0,0.0,0.2239186238120062,0.011494252873563218,910.0,60.0
48296,9454,1,2.0,0.0,0.4358504324818106,0.020422824302134646,595.0,50.0
1229,9454,1,0.0,0.0,0.0,0.0,490.0,49.0
336917,9454,1,8.0,0.0,2.342576390182455,0.2999905995929269,1400.0,67.0
352238,9454,1,0.0,0.0,0.0,0.0,630.0,53.0
11738,9454,1,0.0,0.0,0.0,0.0,1085.0,66.0
24698,9454,1,1.0,0.0,0.35295612386476116,0.058823529411764705,1540.0,78.0
275398,256608,1,0.0,0.0,0.0,0.0,1.0,2.0
22269,104412,1,2.0,0.0,0.35789758394648763,0.007571989167081191,644.0,58.0
19376,104412,1,0.0,0.0,0.0,0.0,140.0,24.0
88904,104412,1,0.0,0.0,0.0,0.0,14.0,15.0
362093,104412,1,2.0,0.0,0.35789758394648763,0.007571989167081191,546.0,51.0
122236,104412,1,0.0,0.0,0.0,0.0,182.0,27.0
67080,104412,1,0.0,0.0,0.0,0.0,518.0,51.0
27051,104412,1,0.0,0.0,0.0,0.0,714.0,65.0
333912,104412,1,0.0,0.0,0.0,0.0,462.0,47.0
48050,104412,1,0.0,0.0,0.0,0.0,14.0,15.0
52571,104412,1,0.0,0.0,0.0,0.0,28.0,16.0
83446,104412,1,2.0,0.0,0.5341476769736215,0.04738015607580825,3108.0,234.0
177454,104412,1,1.0,0.0,0.28126641406272834,0.02857142857142857,182.0,26.0
34334,104412,1,1.0,0.0,0.3898712452512801,0.07692307692307693,490.0,48.0
308711,104412,1,2.0,0.0,0.5341476769736215,0.04738015607580825,4564.0,338.0
228450,3390,1,0.0,0.0,0.0,0.0,39.0,40.0
55578,18161,1,0.0,0.0,0.0,0.0,66.0,17.0
327901,18161,1,0.0,0.0,0.0,0.0,6.0,7.0
290512,18161,1,0.0,0.0,0.0,0.0,24.0,10.0
244891,18161,1,0.0,0.0,0.0,0.0,12.0,8.0
44675,18161,1,0.0,0.0,0.0,0.0,84.0,20.0
4882,18161,1,0.0,0.0,0.0,0.0,24.0,10.0
1208,4222,1,1.0,0.0,0.19728129791089558,0.006289308176100629,5250.0,234.0
237747,4222,1,0.0,0.0,0.0,0.0,25.0,26.0
222959,4222,1,0.0,0.0,0.0,0.0,25.0,26.0
378,4222,1,0.0,0.0,0.0,0.0,175.0,32.0
326842,4222,1,0.0,0.0,0.0,0.0,125.0,30.0
285400,4222,1,0.0,0.0,0.0,0.0,25.0,26.0
56142,4222,1,0.0,0.0,0.0,0.0,125.0,30.0
278897,4222,1,0.0,0.0,0.0,0.0,25.0,26.0
330311,4222,1,0.0,0.0,0.0,0.0,100.0,29.0
145323,4222,1,0.0,0.0,0.0,0.0,25.0,26.0
284131,4222,1,0.0,0.0,0.0,0.0,25.0,26.0
255,4222,1,1.0,0.0,0.18701699830334648,0.004761904761904762,3975.0,183.0
4735,4222,1,0.0,0.0,0.0,0.0,1025.0,66.0
182751,4222,1,0.0,0.0,0.0,0.0,25.0,26.0
23615,4222,1,0.0,0.0,0.0,0.0,375.0,40.0
63972,4222,1,0.0,0.0,0.0,0.0,25.0,26.0
93384,4222,1,0.0,0.0,0.0,0.0,25.0,26.0
59079,4222,1,0.0,0.0,0.0,0.0,2175.0,112.0
1594,4222,1,0.0,0.0,0.0,0.0,2350.0,119.0
60204,4222,1,0.0,0.0,0.0,0.0,725.0,54.0
260148,4222,1,0.0,0.0,0.0,0.0,25.0,26.0
29361,4222,1,0.0,0.0,0.0,0.0,125.0,30.0
3652,4222,1,0.0,0.0,0.0,0.0,100.0,29.0
5493,4222,1,0.0,0.0,0.0,0.0,1900.0,101.0
2642,4222,1,0.0,0.0,0.0,0.0,550.0,47.0
72482,14825,1,1.0,0.0,0.9102392266268373,0.3333333333333333,408.0,45.0
42261,14825,1,5.0,0.0,1.0389903880392588,0.05786246559392612,324.0,34.0
24976,14825,1,0.0,0.0,0.0,0.0,288.0,36.0
30041,14825,1,5.0,0.0,1.0218881420344985,0.052567798344279854,288.0,31.0
24680,14825,1,2.0,0.0,0.5058220478041503,0.047014260249554365,3372.0,291.0
24457,14825,1,1.0,0.0,0.1712140649371239,0.0029069767441860465,3468.0,300.0
9326,14825,1,2.0,0.0,0.618071055986404,0.07870370370370369,3228.0,279.0
9610,14825,1,2.0,0.0,0.4945771429023046,0.042384630619924736,2472.0,216.0
351415,14825,1,1.0,0.0,0.2835784920513334,0.029411764705882353,36.0,14.0
9413,14825,1,3.0,0.0,0.7945491179187846,0.08216391131616045,4128.0,353.0
10359,14825,1,1.0,0.0,0.30341307554227914,0.037037037037037035,2544.0,223.0
24446,14825,1,3.0,0.0,0.6797067343700214,0.050079754459915464,2244.0,196.0
29328,256419,1,0.0,0.0,0.0,0.0,2093.0,114.0
8654,256419,1,2.0,0.0,0.6254329431264212,0.08210180623973727,2366.0,115.0
308605,256419,1,6.0,0.0,1.6633960479129977,0.17567085455885909,1820.0,105.0
273363,256419,1,9.0,0.0,2.374379398170531,0.2504110371082579,4550.0,132.0
24458,256419,1,0.0,0.0,0.0,0.0,1456.0,107.0
163392,256419,1,0.0,0.0,0.0,0.0,637.0,98.0
28177,256419,1,0.0,0.0,0.0,0.0,819.0,100.0
346583,256419,1,0.0,0.0,0.0,0.0,5733.0,154.0
340431,256419,1,3.0,0.0,0.8358920471618025,0.09487230646448523,1820.0,108.0
19,256419,1,0.0,0.0,0.0,0.0,3913.0,134.0
224200,256419,1,3.0,0.0,0.7282487132445283,0.06427877718674543,4914.0,142.0
26086,256419,1,2.0,0.0,1.1030145545914638,0.33891992551210426,2639.0,118.0
8375,256419,1,1.0,0.0,0.19277532796462654,0.00558659217877095,3822.0,132.0
16232,256419,1,2.0,0.0,0.9141228484091082,0.25558659217877094,1911.0,110.0
49298,256419,1,3.0,0.0,1.1099729617939014,0.261647198239377,4095.0,133.0
82202,256419,1,0.0,0.0,0.0,0.0,3458.0,129.0
102833,256419,1,3.0,0.0,0.6855996457227898,0.04612995686006666,3185.0,123.0
1705,256419,1,2.0,0.0,0.6098077193888729,0.09649568308786186,3549.0,128.0
39106,256419,1,1.0,0.0,0.19277532796462654,0.00558659217877095,2821.0,121.0
178236,256419,1,2.0,0.0,0.4514723320201246,0.026060606060606062,8918.0,187.0
10586,256419,1,4.0,0.0,1.1800879184683293,0.15816234975452853,2730.0,117.0
171939,256419,1,1.0,0.0,0.19277532796462654,0.00558659217877095,1820.0,110.0
17112,256419,1,0.0,0.0,0.0,0.0,1456.0,107.0
6992,256419,1,1.0,0.0,0.19277532796462654,0.00558659217877095,910.0,100.0
115261,256419,1,3.0,0.0,0.8182082710910477,0.08768839841850823,2821.0,119.0
294813,256419,1,1.0,0.0,0.4170323914242463,0.09090909090909091,819.0,99.0
71916,256419,1,0.0,0.0,0.0,0.0,1547.0,108.0
58241,256419,1,1.0,0.0,0.19277532796462654,0.00558659217877095,819.0,99.0
132573,256419,1,4.0,0.0,0.9412218643581212,0.06612995686006666,13923.0,240.0
54432,256419,1,7.0,0.0,2.0232605989872883,0.23961797849873784,2639.0,113.0
157042,256419,1,3.0,0.0,0.6442476599847511,0.03164719823937701,4368.0,136.0
816,256419,1,2.0,0.0,0.3886254413494197,0.01164719823937701,3367.0,126.0
10804,256419,1,2.0,0.0,0.5840809573883825,0.06761904761904762,910.0,99.0
352913,256419,1,3.0,0.0,0.8550422674130117,0.10320563979781858,2639.0,117.0
26124,256419,1,1.0,0.0,0.2749075777424936,0.02631578947368421,4732.0,142.0
33857,256419,1,1.0,0.0,0.19585011338479313,0.006060606060606061,1183.0,103.0
1704,256419,1,1.0,0.0,0.19277532796462654,0.00558659217877095,2548.0,118.0
8504,256419,1,0.0,0.0,0.0,0.0,4459.0,140.0
47037,256419,1,0.0,0.0,0.0,0.0,10647.0,208.0
23816,256419,1,6.0,0.0,2.387754336588106,0.5174913540835329,2184.0,109.0
195751,256419,1,1.0,0.0,0.19277532796462654,0.00558659217877095,819.0,99.0
20761,256419,1,1.0,0.0,0.36067376022224085,0.0625,6734.0,164.0
119287,256419,1,0.0,0.0,0.0,0.0,364.0,95.0
315963,256419,1,0.0,0.0,0.0,0.0,1638.0,109.0
374906,256419,1,0.0,0.0,0.0,0.0,3276.0,127.0
32087,256419,1,0.0,0.0,0.0,0.0,637.0,98.0
263229,256419,1,3.0,0.0,1.0315632410618485,0.16985645933014354,7644.0,172.0
6721,256419,1,12.0,0.0,3.090505797274934,0.2768599210953979,15015.0,244.0
317090,256419,1,0.0,0.0,0.0,0.0,5915.0,156.0
91692,256419,1,1.0,0.0,0.18509341374987923,0.0045045045045045045,2730.0,120.0
21311,256419,1,2.0,0.0,0.5074333084087514,0.047253258845437615,1911.0,110.0
91576,256419,1,1.0,0.0,0.23233849357411737,0.013513513513513514,1456.0,106.0
4473,256419,1,0.0,0.0,0.0,0.0,3094.0,125.0
225401,256419,1,0.0,0.0,0.0,0.0,5642.0,153.0
236322,256419,1,1.0,0.0,0.45511961331341866,0.1111111111111111,1001.0,101.0
22680,256419,1,2.0,0.0,0.8108725467431208,0.17733990147783252,1729.0,108.0
31856,256419,1,0.0,0.0,0.0,0.0,91.0,92.0
15893,256419,1,2.0,0.0,0.5840809573883825,0.06761904761904762,5096.0,145.0
191910,256419,1,3.0,0.0,0.8550422674130117,0.10320563979781856,2184.0,112.0
83446,256419,1,2.0,0.0,0.4898642171799992,0.03939393939393939,20202.0,311.0
573,256419,1,36.0,0.0,12.097655995640883,1.9789970599955262,16289.0,234.0
17310,256419,1,0.0,0.0,0.0,0.0,2002.0,113.0
78076,256419,1,1.0,0.0,0.19277532796462654,0.00558659217877095,1547.0,107.0
226425,256419,1,5.0,0.0,1.5360978846504927,0.21431177504188484,1911.0,107.0
293139,256419,1,5.0,0.0,1.4388660573331615,0.1823352820853556,1729.0,105.0
19368,256419,1,3.0,0.0,0.7170841801024708,0.059266245858424625,3367.0,125.0
308350,256419,1,2.0,0.0,0.6098077193888729,0.09649568308786186,4914.0,143.0
28191,256419,1,1.0,0.0,0.19277532796462654,0.00558659217877095,1365.0,105.0
51101,256419,1,0.0,0.0,0.0,0.0,2457.0,118.0
14460,256419,1,8.0,0.0,2.5650318996464523,0.3682353518092058,1911.0,104.0
112088,256419,1,1.0,0.0,0.2969742043733701,0.034482758620689655,273.0,93.0
336727,256419,1,0.0,0.0,0.0,0.0,273.0,94.0
286392,256419,1,1.0,0.0,0.3396232718951086,0.05263157894736842,273.0,93.0
26616,256419,1,0.0,0.0,0.0,0.0,546.0,97.0
22684,256419,1,1.0,0.0,0.3284587387530511,0.047619047619047616,364.0,94.0
316396,256419,1,1.0,0.0,0.19277532796462654,0.00558659217877095,3003.0,123.0
25821,256419,1,2.0,0.0,0.4554726389784896,0.027808814400993174,364.0,93.0
28747,256419,1,0.0,0.0,0.0,0.0,546.0,97.0
12725,256419,1,3.0,0.0,0.9098567091824095,0.13145245559038662,6279.0,157.0
298,256419,1,7.0,0.0,1.9476142920167938,0.20414101958724384,1001.0,95.0
45103,256419,1,0.0,0.0,0.0,0.0,819.0,100.0
14461,256419,1,0.0,0.0,0.0,0.0,728.0,99.0
25118,256419,1,0.0,0.0,0.0,0.0,728.0,99.0
25640,256419,1,2.0,0.0,0.5074333084087514,0.047253258845437615,273.0,92.0
13338,256419,1,0.0,0.0,0.0,0.0,910.0,101.0
12195,256419,1,2.0,0.0,1.160929625065834,0.3518518518518518,1729.0,108.0
6525,256419,1,5.0,0.0,1.34498369128113,0.13935370226167051,3458.0,124.0
35133,256419,1,1.0,0.0,0.2969742043733701,0.034482758620689655,1365.0,105.0
93276,256419,1,1.0,0.0,0.3396232718951086,0.05263157894736842,637.0,97.0
37737,256419,1,0.0,0.0,0.0,0.0,91.0,92.0
226053,256419,1,1.0,0.0,0.19277532796462654,0.00558659217877095,4277.0,137.0
346463,19220,1,0.0,0.0,0.0,0.0,16.0,17.0
1974,19220,1,0.0,0.0,0.0,0.0,272.0,33.0
18266,19220,1,0.0,0.0,0.0,0.0,16.0,17.0
71715,19220,1,0.0,0.0,0.0,0.0,224.0,30.0
9326,19220,1,0.0,0.0,0.0,0.0,4304.0,285.0
9413,19220,1,0.0,0.0,0.0,0.0,5504.0,360.0
126193,19220,1,0.0,0.0,0.0,0.0,32.0,18.0
63789,19220,1,0.0,0.0,0.0,0.0,32.0,18.0
27009,19220,1,0.0,0.0,0.0,0.0,80.0,21.0
318998,19220,1,0.0,0.0,0.0,0.0,16.0,17.0
39381,19220,1,0.0,0.0,0.0,0.0,48.0,19.0
35468,19220,1,0.0,0.0,0.0,0.0,32.0,18.0
24006,19220,1,0.0,0.0,0.0,0.0,1216.0,92.0
61376,19220,1,0.0,0.0,0.0,0.0,240.0,31.0
2423,19220,1,0.0,0.0,0.0,0.0,832.0,68.0
227530,19220,1,0.0,0.0,0.0,0.0,16.0,17.0
16433,4551,1,1.0,0.0,0.18701699830334648,0.004761904761904762,344.0,50.0
92709,4551,1,1.0,0.0,0.18701699830334648,0.004761904761904762,408.0,58.0
7987,4551,1,0.0,0.0,0.0,0.0,104.0,21.0
140302,4551,1,1.0,0.0,0.18701699830334648,0.004761904761904762,152.0,26.0
29633,4551,1,0.0,0.0,0.0,0.0,376.0,55.0
11165,4551,1,0.0,0.0,0.0,0.0,40.0,13.0
38133,4551,1,3.0,0.0,0.8598306357140029,0.09549523603811169,1680.0,215.0
4718,4551,1,0.0,0.0,0.0,0.0,184.0,31.0
2834,12168,1,0.0,0.0,0.0,0.0,40.0,13.0
6594,12168,1,0.0,0.0,0.0,0.0,590.0,123.0
39607,12168,1,0.0,0.0,0.0,0.0,30.0,11.0
5107,12168,1,0.0,0.0,0.0,0.0,75.0,20.0
102650,12168,1,0.0,0.0,0.0,0.0,10.0,7.0
113603,77835,1,0.0,0.0,0.0,0.0,360.0,39.0
185756,77835,1,0.0,0.0,0.0,0.0,120.0,29.0
295594,77835,1,0.0,0.0,0.0,0.0,24.0,25.0
5267,77835,1,2.0,0.0,0.869760432958081,0.21785714285714286,17064.0,733.0
83446,77835,1,2.0,0.0,0.454687038762851,0.031144781144781142,5328.0,244.0
308711,77835,1,1.0,0.0,0.2790553132756236,0.027777777777777776,7824.0,349.0
15893,77835,1,5.0,0.0,1.2123385541905742,0.10684683835916348,1344.0,75.0
285188,77835,1,0.0,0.0,0.0,0.0,24.0,25.0
5874,77835,1,0.0,0.0,0.0,0.0,576.0,48.0
50320,77835,1,0.0,0.0,0.0,0.0,1392.0,82.0
353275,77835,1,1.0,0.0,0.15228413030950644,0.0014064697609001407,120.0,28.0
240230,77835,1,0.0,0.0,0.0,0.0,168.0,31.0
316520,77835,1,0.0,0.0,0.0,0.0,768.0,56.0
237749,77835,1,3.0,0.0,1.0792451043909694,0.2575719891670812,864.0,57.0
27427,77835,1,0.0,0.0,0.0,0.0,72.0,27.0
36978,77835,1,0.0,0.0,0.0,0.0,72.0,27.0
233555,77835,1,0.0,0.0,0.0,0.0,96.0,28.0
9717,77835,1,0.0,0.0,0.0,0.0,624.0,50.0
2096,77835,1,1.0,0.0,0.24842549839846914,0.017857142857142856,528.0,45.0
9275,77835,1,0.0,0.0,0.0,0.0,336.0,38.0
33247,77835,1,1.0,0.0,0.2790553132756236,0.027777777777777776,96.0,27.0
2611,77835,1,2.0,0.0,0.43351891214834837,0.02236164736164736,7128.0,319.0
11047,77835,1,1.0,0.0,0.24842549839846914,0.017857142857142856,792.0,56.0
240637,77835,1,1.0,0.0,0.24842549839846914,0.017857142857142856,912.0,61.0
60736,64272,1,0.0,0.0,0.0,0.0,2.0,3.0
7,64272,1,0.0,0.0,0.0,0.0,178.0,91.0
27102,263230,1,0.0,0.0,0.0,0.0,120.0,34.0
27909,263230,1,0.0,0.0,0.0,0.0,1980.0,96.0
92933,263230,1,0.0,0.0,0.0,0.0,870.0,59.0
240155,263230,1,0.0,0.0,0.0,0.0,240.0,38.0
172220,263230,1,0.0,0.0,0.0,0.0,510.0,47.0
75220,263230,1,0.0,0.0,0.0,0.0,840.0,58.0
28718,263230,1,1.0,0.0,0.22569202144874392,0.011904761904761904,990.0,62.0
26217,263230,1,1.0,0.0,0.22569202144874392,0.011904761904761904,3240.0,137.0
80993,263230,1,0.0,0.0,0.0,0.0,330.0,41.0
25899,263230,1,0.0,0.0,0.0,0.0,570.0,49.0
3829,263230,1,0.0,0.0,0.0,0.0,1170.0,69.0
31236,263230,1,0.0,0.0,0.0,0.0,2070.0,99.0
38538,263230,1,0.0,0.0,0.0,0.0,840.0,58.0
85040,263230,1,0.0,0.0,0.0,0.0,720.0,54.0
67301,263230,1,0.0,0.0,0.0,0.0,2580.0,116.0
2476,263230,1,0.0,0.0,0.0,0.0,2010.0,97.0
8744,263230,1,1.0,0.0,0.22569202144874392,0.011904761904761904,720.0,53.0
254751,263230,1,0.0,0.0,0.0,0.0,120.0,34.0
235213,263230,1,0.0,0.0,0.0,0.0,1020.0,64.0
264758,263230,1,0.0,0.0,0.0,0.0,30.0,31.0
11797,263230,1,0.0,0.0,0.0,0.0,300.0,40.0
9511,263230,1,3.0,0.0,0.8142356002704899,0.08122895622895623,2520.0,111.0
3361,263230,1,0.0,0.0,0.0,0.0,150.0,35.0
201127,263230,1,0.0,0.0,0.0,0.0,60.0,32.0
26297,263230,1,0.0,0.0,0.0,0.0,660.0,52.0
71231,263230,1,0.0,0.0,0.0,0.0,90.0,33.0
71297,263230,1,0.0,0.0,0.0,0.0,180.0,36.0
90381,263230,1,0.0,0.0,0.0,0.0,330.0,41.0
18028,263230,1,0.0,0.0,0.0,0.0,1170.0,69.0
267345,263230,1,0.0,0.0,0.0,0.0,90.0,33.0
33783,3019,1,1.0,0.0,0.15732899022206243,0.001736111111111111,560.0,65.0
3273,3019,1,0.0,0.0,0.0,0.0,784.0,70.0
93508,3019,1,2.0,0.0,0.37543304540937505,0.01194019274376417,1792.0,86.0
81272,3019,1,1.0,0.0,0.5138983423697507,0.14285714285714285,1064.0,74.0
274194,3019,1,0.0,0.0,0.0,0.0,392.0,63.0
252678,3019,1,1.0,0.0,0.26425736993644544,0.022727272727272728,840.0,70.0
188395,3019,1,0.0,0.0,0.0,0.0,1512.0,83.0
27690,3019,1,2.0,0.0,0.4591759625564261,0.025679012345679014,3528.0,117.0
308265,3019,1,0.0,0.0,0.0,0.0,4984.0,145.0
288663,3019,1,2.0,0.0,0.3889451461217792,0.015069444444444446,4592.0,136.0
17427,3019,1,0.0,0.0,0.0,0.0,56.0,57.0
8195,3019,1,5.0,0.0,1.4728922388366115,0.18914046168575935,5600.0,151.0
11794,3019,1,1.0,0.0,0.21714724095162588,0.01,3416.0,116.0
161408,3019,1,1.0,0.0,0.15732899022206243,0.001736111111111111,2464.0,99.0
2143,3019,1,14.0,0.0,4.151606887507825,0.5394572843919534,32256.0,618.0
7408,3019,1,2.0,0.0,0.6312343835605552,0.0927960927960928,2912.0,106.0
28876,3019,1,1.0,0.0,0.21714724095162588,0.01,616.0,66.0
29798,3019,1,0.0,0.0,0.0,0.0,4200.0,131.0
